kecamatan_id,kecamatan_nama,month_start,disease,cases,population,rainfall_mm,temp_mean_c,humidity_pct
33.74.02,Semarang Utara,2022-01-01,DBD,9,128450,241.8,26.2,84.8
33.74.02,Semarang Utara,2022-02-01,DBD,7,128450,236.4,26.3,84.4
33.74.02,Semarang Utara,2022-03-01,DBD,3,128450,248.5,26.6,86.0
33.74.02,Semarang Utara,2022-04-01,DBD,5,128450,118.1,27.1,81.9
33.74.02,Semarang Utara,2022-05-01,DBD,5,128450,173.1,27.2,82.4
33.74.02,Semarang Utara,2022-06-01,DBD,8,128450,182.7,26.6,80.6
33.74.02,Semarang Utara,2022-07-01,DBD,2,128450,74.2,27.5,71.4
33.74.02,Semarang Utara,2022-08-01,DBD,7,128450,45.7,28.1,67.6
33.74.02,Semarang Utara,2022-09-01,DBD,3,128450,76.1,28.3,69.2
33.74.02,Semarang Utara,2022-10-01,DBD,2,128450,202.5,26.6,83.2
33.74.02,Semarang Utara,2022-11-01,DBD,9,128450,353.6,26.5,85.1
33.74.02,Semarang Utara,2022-12-01,DBD,6,128450,215.8,26.4,84.0
33.74.02,Semarang Utara,2023-01-01,DBD,5,128450,214.0,26.1,85.7
33.74.02,Semarang Utara,2023-02-01,DBD,5,128450,302.2,26.0,85.8
33.74.02,Semarang Utara,2023-03-01,DBD,5,128450,295.7,26.4,85.0
33.74.02,Semarang Utara,2023-04-01,DBD,11,128450,178.0,26.9,83.3
33.74.02,Semarang Utara,2023-05-01,DBD,3,128450,66.1,27.9,74.2
33.74.02,Semarang Utara,2023-06-01,DBD,2,128450,47.5,28.4,70.4
33.74.02,Semarang Utara,2023-07-01,DBD,0,128450,18.5,28.3,63.5
33.74.02,Semarang Utara,2023-08-01,DBD,1,128450,1.8,28.5,60.9
33.74.02,Semarang Utara,2023-09-01,DBD,0,128450,14.0,29.0,56.9
33.74.02,Semarang Utara,2023-10-01,DBD,1,128450,25.3,29.8,62.8
33.74.02,Semarang Utara,2023-11-01,DBD,0,128450,110.9,28.5,77.4
33.74.02,Semarang Utara,2023-12-01,DBD,0,128450,111.1,28.1,77.6
33.74.02,Semarang Utara,2024-01-01,DBD,2,128450,274.1,27.0,86.0
33.74.02,Semarang Utara,2024-02-01,DBD,3,128450,247.6,27.2,85.5
33.74.02,Semarang Utara,2024-03-01,DBD,2,128450,217.4,27.4,83.7
33.74.02,Semarang Utara,2024-04-01,DBD,2,128450,194.5,28.0,82.9
33.74.02,Semarang Utara,2024-05-01,DBD,3,128450,29.3,29.9,66.4
33.74.02,Semarang Utara,2024-06-01,DBD,2,128450,69.8,28.6,71.6
33.74.02,Semarang Utara,2024-07-01,DBD,1,128450,36.5,28.3,65.0
33.74.02,Semarang Utara,2024-08-01,DBD,0,128450,14.0,28.7,61.9
33.74.02,Semarang Utara,2024-09-01,DBD,0,128450,79.3,28.7,66.3
33.74.02,Semarang Utara,2024-10-01,DBD,1,128450,59.0,29.5,65.6
33.74.02,Semarang Utara,2024-11-01,DBD,0,128450,287.1,27.9,81.5
33.74.02,Semarang Utara,2024-12-01,DBD,1,128450,302.6,27.0,86.6
33.74.02,Semarang Utara,2025-01-01,DBD,2,128450,287.0,26.5,86.4
33.74.02,Semarang Utara,2025-02-01,DBD,4,128450,153.7,26.6,83.9
33.74.02,Semarang Utara,2025-03-01,DBD,4,128450,154.7,27.3,82.9
33.74.02,Semarang Utara,2025-04-01,DBD,1,128450,134.2,27.7,79.4
33.74.02,Semarang Utara,2025-05-01,DBD,2,128450,243.0,27.5,82.1
33.74.02,Semarang Utara,2025-06-01,DBD,0,128450,89.7,28.0,73.1
33.74.02,Semarang Utara,2025-07-01,DBD,1,128450,35.8,28.4,65.2
33.74.02,Semarang Utara,2025-08-01,DBD,0,128450,141.2,28.0,70.4
33.74.02,Semarang Utara,2025-09-01,DBD,2,128450,112.9,28.6,68.8
33.74.02,Semarang Utara,2025-10-01,DBD,1,128450,263.5,28.5,74.2
33.74.02,Semarang Utara,2025-11-01,DBD,0,128450,173.1,27.6,80.1
33.74.02,Semarang Utara,2025-12-01,DBD,0,128450,176.6,27.2,82.8
33.74.03,Semarang Timur,2021-01-01,DBD,0,72130,292.4,25.7,87.8
33.74.03,Semarang Timur,2021-02-01,DBD,1,72130,364.0,25.6,87.4
33.74.03,Semarang Timur,2021-03-01,DBD,1,72130,157.0,26.3,86.2
33.74.03,Semarang Timur,2021-04-01,DBD,1,72130,84.2,26.9,81.2
33.74.03,Semarang Timur,2021-05-01,DBD,1,72130,153.2,27.8,76.7
33.74.03,Semarang Timur,2021-06-01,DBD,0,72130,111.9,27.0,80.2
33.74.03,Semarang Timur,2021-07-01,DBD,0,72130,9.9,28.2,62.9
33.74.03,Semarang Timur,2021-08-01,DBD,0,72130,64.2,28.5,64.4
33.74.03,Semarang Timur,2021-09-01,DBD,1,72130,59.2,28.4,67.2
33.74.03,Semarang Timur,2021-10-01,DBD,2,72130,121.2,28.2,71.6
33.74.03,Semarang Timur,2021-11-01,DBD,0,72130,246.4,26.4,85.5
33.74.03,Semarang Timur,2021-12-01,DBD,1,72130,302.2,26.3,86.6
33.74.03,Semarang Timur,2022-01-01,DBD,1,72130,241.8,26.0,84.8
33.74.03,Semarang Timur,2022-02-01,DBD,1,72130,236.4,26.1,84.4
33.74.03,Semarang Timur,2022-03-01,DBD,1,72130,248.5,26.4,86.0
33.74.03,Semarang Timur,2022-04-01,DBD,2,72130,118.1,26.8,81.9
33.74.03,Semarang Timur,2022-05-01,DBD,4,72130,173.1,27.0,82.4
33.74.03,Semarang Timur,2022-06-01,DBD,2,72130,182.7,26.4,80.6
33.74.03,Semarang Timur,2022-07-01,DBD,1,72130,74.2,27.3,71.4
33.74.03,Semarang Timur,2022-08-01,DBD,3,72130,45.7,27.9,67.6
33.74.03,Semarang Timur,2022-09-01,DBD,2,72130,76.1,28.1,69.2
33.74.03,Semarang Timur,2022-10-01,DBD,1,72130,202.5,26.4,83.2
33.74.03,Semarang Timur,2022-11-01,DBD,2,72130,353.6,26.3,85.1
33.74.03,Semarang Timur,2022-12-01,DBD,1,72130,215.8,26.2,83.9
33.74.03,Semarang Timur,2023-01-01,DBD,8,72130,214.0,25.9,85.7
33.74.03,Semarang Timur,2023-02-01,DBD,6,72130,302.2,25.8,85.8
33.74.03,Semarang Timur,2023-03-01,DBD,2,72130,295.7,26.2,85.0
33.74.03,Semarang Timur,2023-04-01,DBD,7,72130,178.0,26.7,83.3
33.74.03,Semarang Timur,2023-05-01,DBD,5,72130,66.1,27.6,74.2
33.74.03,Semarang Timur,2023-06-01,DBD,0,72130,47.5,28.2,70.3
33.74.03,Semarang Timur,2023-07-01,DBD,0,72130,18.5,28.1,63.4
33.74.03,Semarang Timur,2023-08-01,DBD,1,72130,1.8,28.3,60.9
33.74.03,Semarang Timur,2023-09-01,DBD,1,72130,14.0,28.8,56.9
33.74.03,Semarang Timur,2023-10-01,DBD,0,72130,25.3,29.6,62.8
33.74.03,Semarang Timur,2023-11-01,DBD,0,72130,110.9,28.3,77.4
33.74.03,Semarang Timur,2023-12-01,DBD,1,72130,111.1,27.9,77.6
33.74.03,Semarang Timur,2024-01-01,DBD,0,72130,274.1,26.8,86.0
33.74.03,Semarang Timur,2024-02-01,DBD,1,72130,247.6,27.0,85.4
33.74.03,Semarang Timur,2024-03-01,DBD,1,72130,217.4,27.2,83.7
33.74.03,Semarang Timur,2024-04-01,DBD,1,72130,194.5,27.8,82.9
33.74.03,Semarang Timur,2024-05-01,DBD,3,72130,29.3,29.7,66.4
33.74.03,Semarang Timur,2024-06-01,DBD,1,72130,69.8,28.4,71.5
33.74.03,Semarang Timur,2024-07-01,DBD,2,72130,36.5,28.0,64.9
33.74.03,Semarang Timur,2024-08-01,DBD,0,72130,14.0,28.4,61.9
33.74.03,Semarang Timur,2024-09-01,DBD,0,72130,79.3,28.5,66.3
33.74.03,Semarang Timur,2024-10-01,DBD,0,72130,59.0,29.3,65.5
33.74.03,Semarang Timur,2024-11-01,DBD,1,72130,287.1,27.6,81.4
33.74.03,Semarang Timur,2024-12-01,DBD,1,72130,302.6,26.8,86.6
33.74.03,Semarang Timur,2025-01-01,DBD,2,72130,287.0,26.2,86.4
33.74.03,Semarang Timur,2025-02-01,DBD,0,72130,153.7,26.4,83.9
33.74.03,Semarang Timur,2025-03-01,DBD,4,72130,154.7,27.1,82.8
33.74.03,Semarang Timur,2025-04-01,DBD,1,72130,134.2,27.5,79.4
33.74.03,Semarang Timur,2025-05-01,DBD,0,72130,243.0,27.3,82.1
33.74.03,Semarang Timur,2025-06-01,DBD,1,72130,89.7,27.8,73.1
33.74.03,Semarang Timur,2025-07-01,DBD,2,72130,35.8,28.2,65.1
33.74.03,Semarang Timur,2025-08-01,DBD,0,72130,141.2,27.8,70.4
33.74.03,Semarang Timur,2025-09-01,DBD,1,72130,112.9,28.4,68.7
33.74.03,Semarang Timur,2025-10-01,DBD,0,72130,263.5,28.2,74.2
33.74.03,Semarang Timur,2025-11-01,DBD,0,72130,173.1,27.3,80.1
33.74.03,Semarang Timur,2025-12-01,DBD,0,72130,176.6,27.0,82.8
33.74.04,Semarang Selatan,2021-01-01,DBD,1,70890,292.4,25.7,87.8
33.74.04,Semarang Selatan,2021-02-01,DBD,1,70890,364.0,25.6,87.4
33.74.04,Semarang Selatan,2021-03-01,DBD,0,70890,157.0,26.3,86.2
33.74.04,Semarang Selatan,2021-04-01,DBD,0,70890,84.2,26.9,81.2
33.74.04,Semarang Selatan,2021-05-01,DBD,0,70890,153.2,27.8,76.7
33.74.04,Semarang Selatan,2021-06-01,DBD,0,70890,111.9,27.0,80.2
33.74.04,Semarang Selatan,2021-07-01,DBD,1,70890,9.9,28.2,62.9
33.74.04,Semarang Selatan,2021-08-01,DBD,1,70890,64.2,28.5,64.4
33.74.04,Semarang Selatan,2021-09-01,DBD,1,70890,59.2,28.4,67.2
33.74.04,Semarang Selatan,2021-10-01,DBD,1,70890,121.2,28.2,71.6
33.74.04,Semarang Selatan,2021-11-01,DBD,2,70890,246.4,26.4,85.5
33.74.04,Semarang Selatan,2021-12-01,DBD,1,70890,302.2,26.3,86.6
33.74.04,Semarang Selatan,2022-01-01,DBD,4,70890,241.8,26.0,84.8
33.74.04,Semarang Selatan,2022-02-01,DBD,3,70890,236.4,26.1,84.4
33.74.04,Semarang Selatan,2022-03-01,DBD,1,70890,248.5,26.4,86.0
33.74.04,Semarang Selatan,2022-04-01,DBD,1,70890,118.1,26.8,81.9
33.74.04,Semarang Selatan,2022-05-01,DBD,3,70890,173.1,27.0,82.4
33.74.04,Semarang Selatan,2022-06-01,DBD,4,70890,182.7,26.4,80.6
33.74.04,Semarang Selatan,2022-07-01,DBD,1,70890,74.2,27.3,71.4
33.74.04,Semarang Selatan,2022-08-01,DBD,3,70890,45.7,27.9,67.6
33.74.04,Semarang Selatan,2022-09-01,DBD,1,70890,76.1,28.1,69.2
33.74.04,Semarang Selatan,2022-10-01,DBD,3,70890,202.5,26.4,83.2
33.74.04,Semarang Selatan,2022-11-01,DBD,1,70890,353.6,26.3,85.1
33.74.04,Semarang Selatan,2022-12-01,DBD,3,70890,215.8,26.2,83.9
33.74.04,Semarang Selatan,2023-01-01,DBD,1,70890,214.0,25.9,85.7
33.74.04,Semarang Selatan,2023-02-01,DBD,4,70890,302.2,25.8,85.8
33.74.04,Semarang Selatan,2023-03-01,DBD,0,70890,295.7,26.2,85.0
33.74.04,Semarang Selatan,2023-04-01,DBD,1,70890,178.0,26.7,83.3
33.74.04,Semarang Selatan,2023-05-01,DBD,2,70890,66.1,27.6,74.2
33.74.04,Semarang Selatan,2023-06-01,DBD,1,70890,47.5,28.2,70.3
33.74.04,Semarang Selatan,2023-07-01,DBD,0,70890,18.5,28.1,63.4
33.74.04,Semarang Selatan,2023-08-01,DBD,0,70890,1.8,28.3,60.9
33.74.04,Semarang Selatan,2023-09-01,DBD,0,70890,14.0,28.8,56.9
33.74.04,Semarang Selatan,2023-10-01,DBD,0,70890,25.3,29.6,62.8
33.74.04,Semarang Selatan,2023-11-01,DBD,0,70890,110.9,28.3,77.4
33.74.04,Semarang Selatan,2023-12-01,DBD,0,70890,111.1,27.9,77.6
33.74.04,Semarang Selatan,2024-01-01,DBD,0,70890,274.1,26.8,86.0
33.74.04,Semarang Selatan,2024-02-01,DBD,2,70890,247.6,27.0,85.4
33.74.04,Semarang Selatan,2024-03-01,DBD,1,70890,217.4,27.2,83.7
33.74.04,Semarang Selatan,2024-04-01,DBD,0,70890,194.5,27.8,82.9
33.74.04,Semarang Selatan,2024-05-01,DBD,1,70890,29.3,29.7,66.4
33.74.04,Semarang Selatan,2024-06-01,DBD,2,70890,69.8,28.4,71.5
33.74.04,Semarang Selatan,2024-07-01,DBD,0,70890,36.5,28.0,64.9
33.74.04,Semarang Selatan,2024-08-01,DBD,1,70890,14.0,28.4,61.9
33.74.04,Semarang Selatan,2024-09-01,DBD,1,70890,79.3,28.5,66.3
33.74.04,Semarang Selatan,2024-10-01,DBD,0,70890,59.0,29.3,65.5
33.74.04,Semarang Selatan,2024-11-01,DBD,0,70890,287.1,27.6,81.4
33.74.04,Semarang Selatan,2024-12-01,DBD,2,70890,302.6,26.8,86.6
33.74.04,Semarang Selatan,2025-01-01,DBD,0,70890,287.0,26.2,86.4
33.74.04,Semarang Selatan,2025-02-01,DBD,3,70890,153.7,26.4,83.9
33.74.04,Semarang Selatan,2025-03-01,DBD,2,70890,154.7,27.1,82.8
33.74.04,Semarang Selatan,2025-04-01,DBD,3,70890,134.2,27.5,79.4
33.74.04,Semarang Selatan,2025-05-01,DBD,1,70890,243.0,27.3,82.1
33.74.04,Semarang Selatan,2025-06-01,DBD,0,70890,89.7,27.8,73.1
33.74.04,Semarang Selatan,2025-07-01,DBD,0,70890,35.8,28.2,65.1
33.74.04,Semarang Selatan,2025-08-01,DBD,0,70890,141.2,27.8,70.4
33.74.04,Semarang Selatan,2025-09-01,DBD,1,70890,112.9,28.4,68.7
33.74.04,Semarang Selatan,2025-10-01,DBD,0,70890,263.5,28.2,74.2
33.74.04,Semarang Selatan,2025-11-01,DBD,0,70890,173.1,27.3,80.1
33.74.04,Semarang Selatan,2025-12-01,DBD,0,70890,176.6,27.0,82.8
33.74.05,Semarang Barat,2021-01-01,DBD,1,158726,292.4,25.9,87.9
33.74.05,Semarang Barat,2021-02-01,DBD,1,158726,364.0,25.8,87.5
33.74.05,Semarang Barat,2021-03-01,DBD,0,158726,157.0,26.5,86.2
33.74.05,Semarang Barat,2021-04-01,DBD,1,158726,84.2,27.2,81.2
33.74.05,Semarang Barat,2021-05-01,DBD,2,158726,153.2,28.0,76.8
33.74.05,Semarang Barat,2021-06-01,DBD,0,158726,111.9,27.2,80.2
33.74.05,Semarang Barat,2021-07-01,DBD,1,158726,9.9,28.5,62.9
33.74.05,Semarang Barat,2021-08-01,DBD,1,158726,64.2,28.7,64.5
33.74.05,Semarang Barat,2021-09-01,DBD,1,158726,59.2,28.6,67.3
33.74.05,Semarang Barat,2021-10-01,DBD,1,158726,121.2,28.4,71.6
33.74.05,Semarang Barat,2021-11-01,DBD,7,158726,246.4,26.6,85.5
33.74.05,Semarang Barat,2021-12-01,DBD,4,158726,302.2,26.5,86.6
33.74.05,Semarang Barat,2022-01-01,DBD,11,158726,241.8,26.2,84.8
33.74.05,Semarang Barat,2022-02-01,DBD,10,158726,236.4,26.3,84.4
33.74.05,Semarang Barat,2022-03-01,DBD,8,158726,248.5,26.6,86.0
33.74.05,Semarang Barat,2022-04-01,DBD,11,158726,118.1,27.1,81.9
33.74.05,Semarang Barat,2022-05-01,DBD,6,158726,173.1,27.2,82.4
33.74.05,Semarang Barat,2022-06-01,DBD,9,158726,182.7,26.6,80.6
33.74.05,Semarang Barat,2022-07-01,DBD,5,158726,74.2,27.5,71.4
33.74.05,Semarang Barat,2022-08-01,DBD,2,158726,45.7,28.1,67.6
33.74.05,Semarang Barat,2022-09-01,DBD,2,158726,76.1,28.3,69.2
33.74.05,Semarang Barat,2022-10-01,DBD,2,158726,202.5,26.6,83.2
33.74.05,Semarang Barat,2022-11-01,DBD,5,158726,353.6,26.5,85.1
33.74.05,Semarang Barat,2022-12-01,DBD,4,158726,215.8,26.4,84.0
33.74.05,Semarang Barat,2023-01-01,DBD,5,158726,214.0,26.1,85.7
33.74.05,Semarang Barat,2023-02-01,DBD,3,158726,302.2,26.0,85.8
33.74.05,Semarang Barat,2023-03-01,DBD,2,158726,295.7,26.4,85.0
33.74.05,Semarang Barat,2023-04-01,DBD,4,158726,178.0,26.9,83.3
33.74.05,Semarang Barat,2023-05-01,DBD,8,158726,66.1,27.9,74.2
33.74.05,Semarang Barat,2023-06-01,DBD,2,158726,47.5,28.4,70.4
33.74.05,Semarang Barat,2023-07-01,DBD,0,158726,18.5,28.3,63.5
33.74.05,Semarang Barat,2023-08-01,DBD,0,158726,1.8,28.5,60.9
33.74.05,Semarang Barat,2023-09-01,DBD,3,158726,14.0,29.0,56.9
33.74.05,Semarang Barat,2023-10-01,DBD,0,158726,25.3,29.8,62.8
33.74.05,Semarang Barat,2023-11-01,DBD,0,158726,110.9,28.5,77.4
33.74.05,Semarang Barat,2023-12-01,DBD,0,158726,111.1,28.1,77.6
33.74.05,Semarang Barat,2024-01-01,DBD,0,158726,274.1,27.0,86.0
33.74.05,Semarang Barat,2024-02-01,DBD,2,158726,247.6,27.2,85.5
33.74.05,Semarang Barat,2024-03-01,DBD,4,158726,217.4,27.4,83.7
33.74.05,Semarang Barat,2024-04-01,DBD,2,158726,194.5,28.0,82.9
33.74.05,Semarang Barat,2024-05-01,DBD,4,158726,29.3,29.9,66.4
33.74.05,Semarang Barat,2024-06-01,DBD,1,158726,69.8,28.6,71.6
33.74.05,Semarang Barat,2024-07-01,DBD,3,158726,36.5,28.3,65.0
33.74.05,Semarang Barat,2024-08-01,DBD,2,158726,14.0,28.7,61.9
33.74.05,Semarang Barat,2024-09-01,DBD,3,158726,79.3,28.7,66.3
33.74.05,Semarang Barat,2024-10-01,DBD,0,158726,59.0,29.5,65.6
33.74.05,Semarang Barat,2024-11-01,DBD,0,158726,287.1,27.9,81.5
33.74.05,Semarang Barat,2024-12-01,DBD,1,158726,302.6,27.0,86.6
33.74.05,Semarang Barat,2025-01-01,DBD,3,158726,287.0,26.5,86.4
33.74.05,Semarang Barat,2025-02-01,DBD,4,158726,153.7,26.6,83.9
33.74.05,Semarang Barat,2025-03-01,DBD,5,158726,154.7,27.3,82.9
33.74.05,Semarang Barat,2025-04-01,DBD,2,158726,134.2,27.7,79.4
33.74.05,Semarang Barat,2025-05-01,DBD,3,158726,243.0,27.5,82.1
33.74.05,Semarang Barat,2025-06-01,DBD,1,158726,89.7,28.0,73.1
33.74.05,Semarang Barat,2025-07-01,DBD,1,158726,35.8,28.4,65.2
33.74.05,Semarang Barat,2025-08-01,DBD,0,158726,141.2,28.0,70.4
33.74.05,Semarang Barat,2025-09-01,DBD,1,158726,112.9,28.6,68.8
33.74.05,Semarang Barat,2025-10-01,DBD,1,158726,263.5,28.5,74.2
33.74.05,Semarang Barat,2025-11-01,DBD,0,158726,173.1,27.6,80.1
33.74.05,Semarang Barat,2025-12-01,DBD,1,158726,176.6,27.2,82.8
33.74.06,Gayamsari,2021-01-01,DBD,1,68900,292.4,25.7,87.8
33.74.06,Gayamsari,2021-02-01,DBD,0,68900,364.0,25.6,87.4
33.74.06,Gayamsari,2021-03-01,DBD,1,68900,157.0,26.3,86.2
33.74.06,Gayamsari,2021-04-01,DBD,1,68900,84.2,26.9,81.2
33.74.06,Gayamsari,2021-05-01,DBD,0,68900,153.2,27.8,76.7
33.74.06,Gayamsari,2021-06-01,DBD,0,68900,111.9,27.0,80.2
33.74.06,Gayamsari,2021-07-01,DBD,0,68900,9.9,28.2,62.9
33.74.06,Gayamsari,2021-08-01,DBD,0,68900,64.2,28.5,64.4
33.74.06,Gayamsari,2021-09-01,DBD,0,68900,59.2,28.4,67.2
33.74.06,Gayamsari,2021-10-01,DBD,0,68900,121.2,28.2,71.6
33.74.06,Gayamsari,2021-11-01,DBD,1,68900,246.4,26.4,85.5
33.74.06,Gayamsari,2021-12-01,DBD,4,68900,302.2,26.3,86.6
33.74.06,Gayamsari,2022-01-01,DBD,4,68900,241.8,26.0,84.8
33.74.06,Gayamsari,2022-02-01,DBD,0,68900,236.4,26.1,84.4
33.74.06,Gayamsari,2022-03-01,DBD,1,68900,248.5,26.4,86.0
33.74.06,Gayamsari,2022-04-01,DBD,0,68900,118.1,26.8,81.9
33.74.06,Gayamsari,2022-05-01,DBD,0,68900,173.1,27.0,82.4
33.74.06,Gayamsari,2022-06-01,DBD,1,68900,182.7,26.4,80.6
33.74.06,Gayamsari,2022-07-01,DBD,1,68900,74.2,27.3,71.4
33.74.06,Gayamsari,2022-08-01,DBD,2,68900,45.7,27.9,67.6
33.74.06,Gayamsari,2022-09-01,DBD,0,68900,76.1,28.1,69.2
33.74.06,Gayamsari,2022-10-01,DBD,0,68900,202.5,26.4,83.2
33.74.06,Gayamsari,2022-11-01,DBD,0,68900,353.6,26.3,85.1
33.74.06,Gayamsari,2022-12-01,DBD,0,68900,215.8,26.2,83.9
33.74.06,Gayamsari,2023-01-01,DBD,4,68900,214.0,25.9,85.7
33.74.06,Gayamsari,2023-02-01,DBD,4,68900,302.2,25.8,85.8
33.74.06,Gayamsari,2023-03-01,DBD,4,68900,295.7,26.2,85.0
33.74.06,Gayamsari,2023-04-01,DBD,2,68900,178.0,26.7,83.3
