kecamatan_id,kecamatan_nama,week_start,disease,cases,population,rainfall_mm,temp_mean_c,humidity_pct
33.74.10,Pedurungan,2025-02-03,ISPA,1168,192500,22.7,27.1,80.6
33.74.11,Tembalang,2025-02-03,ISPA,324,185400,34.1,25.9,82.1
33.74.12,Banyumanik,2025-02-03,ISPA,630,142100,34.1,25.9,82.1
33.74.13,Gunungpati,2025-02-03,ISPA,234,98200,69.2,24.6,86.3
33.74.14,Mijen,2025-02-03,ISPA,407,78900,102.3,24.9,89.1
33.74.15,Ngaliyan,2025-02-03,ISPA,456,145800,35.8,26.0,83.6
33.74.16,Tugu,2025-02-03,ISPA,406,32100,35.8,26.7,83.7
33.74.01,Semarang Tengah,2025-02-10,ISPA,226,62540,21.9,26.7,82.4
33.74.02,Semarang Utara,2025-02-10,ISPA,556,128450,21.9,27.0,82.4
33.74.03,Semarang Timur,2025-02-10,ISPA,356,72130,21.9,26.7,82.4
33.74.04,Semarang Selatan,2025-02-10,ISPA,38,70890,21.9,26.7,82.4
33.74.05,Semarang Barat,2025-02-10,ISPA,752,158726,21.9,27.0,82.4
33.74.06,Gayamsari,2025-02-10,ISPA,334,68900,21.9,26.7,82.4
33.74.07,Candisari,2025-02-10,ISPA,398,78420,21.9,26.7,82.4
33.74.08,Gajahmungkur,2025-02-10,ISPA,0,58310,21.9,26.7,82.4
33.74.09,Genuk,2025-02-10,ISPA,359,112400,17.5,27.1,80.3
33.74.10,Pedurungan,2025-02-10,ISPA,1168,192500,17.5,27.3,80.6
33.74.11,Tembalang,2025-02-10,ISPA,324,185400,44.6,25.9,83.7
33.74.12,Banyumanik,2025-02-10,ISPA,630,142100,44.6,25.9,83.7
33.74.13,Gunungpati,2025-02-10,ISPA,234,98200,65.7,24.7,84.9
33.74.14,Mijen,2025-02-10,ISPA,407,78900,70.6,25.2,86.3
33.74.15,Ngaliyan,2025-02-10,ISPA,456,145800,39.6,26.2,83.6
33.74.16,Tugu,2025-02-10,ISPA,406,32100,39.6,26.9,83.9
33.74.01,Semarang Tengah,2025-02-17,ISPA,226,62540,41.2,26.4,84.6
33.74.02,Semarang Utara,2025-02-17,ISPA,556,128450,41.2,26.6,84.6
33.74.03,Semarang Timur,2025-02-17,ISPA,356,72130,41.2,26.4,84.6
33.74.04,Semarang Selatan,2025-02-17,ISPA,38,70890,41.2,26.4,84.6
33.74.05,Semarang Barat,2025-02-17,ISPA,752,158726,41.2,26.6,84.6
33.74.06,Gayamsari,2025-02-17,ISPA,334,68900,41.2,26.4,84.6
33.74.07,Candisari,2025-02-17,ISPA,398,78420,41.2,26.4,84.6
33.74.08,Gajahmungkur,2025-02-17,ISPA,0,58310,41.2,26.4,84.6
33.74.09,Genuk,2025-02-17,ISPA,359,112400,36.2,26.9,81.0
33.74.10,Pedurungan,2025-02-17,ISPA,1168,192500,36.2,27.1,81.0
33.74.11,Tembalang,2025-02-17,ISPA,324,185400,69.2,25.5,86.6
33.74.12,Banyumanik,2025-02-17,ISPA,630,142100,69.2,25.5,86.6
33.74.13,Gunungpati,2025-02-17,ISPA,234,98200,102.1,24.2,89.6
33.74.14,Mijen,2025-02-17,ISPA,407,78900,92.8,24.7,90.4
33.74.15,Ngaliyan,2025-02-17,ISPA,456,145800,58.1,25.8,86.6
33.74.16,Tugu,2025-02-17,ISPA,406,32100,58.1,26.5,86.6
33.74.01,Semarang Tengah,2025-02-24,ISPA,226,62540,78.3,26.2,87.6
33.74.02,Semarang Utara,2025-02-24,ISPA,556,128450,78.3,26.5,87.6
33.74.03,Semarang Timur,2025-02-24,ISPA,356,72130,78.3,26.2,87.6
33.74.04,Semarang Selatan,2025-02-24,ISPA,38,70890,78.3,26.2,87.6
33.74.05,Semarang Barat,2025-02-24,ISPA,752,158726,78.3,26.5,87.6
33.74.06,Gayamsari,2025-02-24,ISPA,334,68900,78.3,26.2,87.6
33.74.07,Candisari,2025-02-24,ISPA,398,78420,78.3,26.2,87.6
33.74.08,Gajahmungkur,2025-02-24,ISPA,0,58310,78.3,26.2,87.6
33.74.09,Genuk,2025-02-24,ISPA,359,112400,70.1,26.4,87.0
33.74.10,Pedurungan,2025-02-24,ISPA,1168,192500,70.1,26.6,87.0
33.74.11,Tembalang,2025-02-24,ISPA,324,185400,111.8,25.5,88.1
33.74.12,Banyumanik,2025-02-24,ISPA,630,142100,111.8,25.5,88.1
33.74.13,Gunungpati,2025-02-24,ISPA,234,98200,160.9,24.3,90.6
33.74.14,Mijen,2025-02-24,ISPA,407,78900,177.3,24.8,92.1
33.74.15,Ngaliyan,2025-02-24,ISPA,456,145800,76.6,25.8,88.1
33.74.16,Tugu,2025-02-24,ISPA,406,32100,76.6,26.5,88.3
33.74.01,Semarang Tengah,2025-03-03,ISPA,158,62540,57.7,26.8,85.0
33.74.02,Semarang Utara,2025-03-03,ISPA,450,128450,57.7,27.1,85.0
33.74.03,Semarang Timur,2025-03-03,ISPA,275,72130,57.7,26.8,85.0
33.74.04,Semarang Selatan,2025-03-03,ISPA,313,70890,57.7,26.8,85.0
33.74.05,Semarang Barat,2025-03-03,ISPA,549,158726,57.7,27.1,85.0
33.74.06,Gayamsari,2025-03-03,ISPA,183,68900,57.7,26.8,85.0
33.74.07,Candisari,2025-03-03,ISPA,297,78420,57.7,26.8,85.0
33.74.08,Gajahmungkur,2025-03-03,ISPA,103,58310,57.7,26.8,85.0
33.74.09,Genuk,2025-03-03,ISPA,274,112400,68.7,26.9,84.6
33.74.10,Pedurungan,2025-03-03,ISPA,1137,192500,68.7,27.0,84.6
33.74.11,Tembalang,2025-03-03,ISPA,440,185400,100.2,26.0,85.9
33.74.12,Banyumanik,2025-03-03,ISPA,415,142100,100.2,26.0,85.9
33.74.13,Gunungpati,2025-03-03,ISPA,176,98200,103.9,24.9,87.7
33.74.14,Mijen,2025-03-03,ISPA,287,78900,117.6,25.4,89.1
33.74.15,Ngaliyan,2025-03-03,ISPA,331,145800,63.1,26.5,85.3
33.74.16,Tugu,2025-03-03,ISPA,320,32100,63.1,27.2,85.3
33.74.01,Semarang Tengah,2025-03-10,ISPA,158,62540,37.5,26.8,84.7
33.74.02,Semarang Utara,2025-03-10,ISPA,450,128450,37.5,27.0,84.7
33.74.03,Semarang Timur,2025-03-10,ISPA,275,72130,37.5,26.8,84.7
33.74.04,Semarang Selatan,2025-03-10,ISPA,313,70890,37.5,26.8,84.7
33.74.05,Semarang Barat,2025-03-10,ISPA,549,158726,37.5,27.0,84.7
33.74.06,Gayamsari,2025-03-10,ISPA,183,68900,37.5,26.8,84.7
33.74.07,Candisari,2025-03-10,ISPA,297,78420,37.5,26.8,84.7
33.74.08,Gajahmungkur,2025-03-10,ISPA,103,58310,37.5,26.8,84.7
33.74.09,Genuk,2025-03-10,ISPA,274,112400,57.9,26.7,85.9
33.74.10,Pedurungan,2025-03-10,ISPA,1137,192500,57.9,26.9,85.9
33.74.11,Tembalang,2025-03-10,ISPA,440,185400,56.8,25.8,86.6
33.74.12,Banyumanik,2025-03-10,ISPA,415,142100,56.8,25.8,86.6
33.74.13,Gunungpati,2025-03-10,ISPA,176,98200,94.6,24.7,88.3
33.74.14,Mijen,2025-03-10,ISPA,287,78900,100.6,25.3,88.9
33.74.15,Ngaliyan,2025-03-10,ISPA,331,145800,36.3,26.4,85.0
33.74.16,Tugu,2025-03-10,ISPA,320,32100,36.3,27.1,85.0
33.74.01,Semarang Tengah,2025-03-17,ISPA,158,62540,18.3,27.1,80.0
33.74.02,Semarang Utara,2025-03-17,ISPA,450,128450,18.3,27.3,80.1
33.74.03,Semarang Timur,2025-03-17,ISPA,275,72130,18.3,27.1,80.0
33.74.04,Semarang Selatan,2025-03-17,ISPA,313,70890,18.3,27.1,80.0
33.74.05,Semarang Barat,2025-03-17,ISPA,549,158726,18.3,27.3,80.1
33.74.06,Gayamsari,2025-03-17,ISPA,183,68900,18.3,27.1,80.0
33.74.07,Candisari,2025-03-17,ISPA,297,78420,18.3,27.1,80.0
33.74.08,Gajahmungkur,2025-03-17,ISPA,103,58310,18.3,27.1,80.0
33.74.09,Genuk,2025-03-17,ISPA,274,112400,23.6,27.1,80.6
33.74.10,Pedurungan,2025-03-17,ISPA,1137,192500,23.6,27.3,80.7
33.74.11,Tembalang,2025-03-17,ISPA,440,185400,46.8,25.9,84.1
33.74.12,Banyumanik,2025-03-17,ISPA,415,142100,46.8,25.9,84.1
33.74.13,Gunungpati,2025-03-17,ISPA,176,98200,90.6,24.8,85.9
33.74.14,Mijen,2025-03-17,ISPA,287,78900,49.3,25.3,86.7
33.74.15,Ngaliyan,2025-03-17,ISPA,331,145800,30.8,26.6,81.9
33.74.16,Tugu,2025-03-17,ISPA,320,32100,30.8,27.2,81.9
33.74.01,Semarang Tengah,2025-03-24,ISPA,158,62540,20.0,27.5,80.9
33.74.02,Semarang Utara,2025-03-24,ISPA,450,128450,20.0,27.7,80.9
33.74.03,Semarang Timur,2025-03-24,ISPA,275,72130,20.0,27.5,80.9
33.74.04,Semarang Selatan,2025-03-24,ISPA,313,70890,20.0,27.5,80.9
33.74.05,Semarang Barat,2025-03-24,ISPA,549,158726,20.0,27.7,80.9
33.74.06,Gayamsari,2025-03-24,ISPA,183,68900,20.0,27.5,80.9
33.74.07,Candisari,2025-03-24,ISPA,297,78420,20.0,27.5,80.9
33.74.08,Gajahmungkur,2025-03-24,ISPA,103,58310,20.0,27.5,80.9
33.74.09,Genuk,2025-03-24,ISPA,274,112400,46.6,27.7,80.3
33.74.10,Pedurungan,2025-03-24,ISPA,1137,192500,46.6,27.9,80.3
33.74.11,Tembalang,2025-03-24,ISPA,440,185400,54.0,26.3,83.9
33.74.12,Banyumanik,2025-03-24,ISPA,415,142100,54.0,26.3,83.9
33.74.13,Gunungpati,2025-03-24,ISPA,176,98200,80.8,25.2,85.6
33.74.14,Mijen,2025-03-24,ISPA,287,78900,73.2,25.6,87.0
33.74.15,Ngaliyan,2025-03-24,ISPA,331,145800,33.3,26.9,82.4
33.74.16,Tugu,2025-03-24,ISPA,320,32100,33.3,27.5,82.4
33.74.01,Semarang Tengah,2025-03-31,ISPA,158,62540,41.7,27.0,82.1
33.74.02,Semarang Utara,2025-03-31,ISPA,450,128450,41.7,27.3,82.1
33.74.03,Semarang Timur,2025-03-31,ISPA,275,72130,41.7,27.0,82.1
33.74.04,Semarang Selatan,2025-03-31,ISPA,313,70890,41.7,27.0,82.1
33.74.05,Semarang Barat,2025-03-31,ISPA,549,158726,41.7,27.3,82.1
33.74.06,Gayamsari,2025-03-31,ISPA,183,68900,41.7,27.0,82.1
33.74.07,Candisari,2025-03-31,ISPA,297,78420,41.7,27.0,82.1
33.74.08,Gajahmungkur,2025-03-31,ISPA,103,58310,41.7,27.0,82.1
33.74.09,Genuk,2025-03-31,ISPA,274,112400,21.0,27.3,80.9
33.74.10,Pedurungan,2025-03-31,ISPA,1137,192500,21.0,27.4,80.9
33.74.11,Tembalang,2025-03-31,ISPA,440,185400,67.4,25.8,85.1
33.74.12,Banyumanik,2025-03-31,ISPA,415,142100,67.4,25.8,85.1
33.74.13,Gunungpati,2025-03-31,ISPA,176,98200,87.6,24.5,87.7
33.74.14,Mijen,2025-03-31,ISPA,287,78900,78.6,25.0,88.9
33.74.15,Ngaliyan,2025-03-31,ISPA,331,145800,30.2,26.3,84.6
33.74.16,Tugu,2025-03-31,ISPA,320,32100,30.2,27.0,84.7
33.74.01,Semarang Tengah,2025-04-07,ISPA,192,62540,35.2,27.6,79.9
33.74.02,Semarang Utara,2025-04-07,ISPA,721,128450,35.2,27.8,79.9
33.74.03,Semarang Timur,2025-04-07,ISPA,325,72130,35.2,27.6,79.9
33.74.04,Semarang Selatan,2025-04-07,ISPA,324,70890,35.2,27.6,79.9
33.74.05,Semarang Barat,2025-04-07,ISPA,547,158726,35.2,27.8,79.9
33.74.06,Gayamsari,2025-04-07,ISPA,231,68900,35.2,27.6,79.9
33.74.07,Candisari,2025-04-07,ISPA,312,78420,35.2,27.6,79.9
33.74.08,Gajahmungkur,2025-04-07,ISPA,97,58310,35.2,27.6,79.9
33.74.09,Genuk,2025-04-07,ISPA,268,112400,51.1,27.8,79.4
33.74.10,Pedurungan,2025-04-07,ISPA,1317,192500,51.1,28.0,79.6
33.74.11,Tembalang,2025-04-07,ISPA,545,185400,50.0,26.5,82.4
33.74.12,Banyumanik,2025-04-07,ISPA,550,142100,50.0,26.5,82.4
33.74.13,Gunungpati,2025-04-07,ISPA,167,98200,59.4,25.2,84.7
33.74.14,Mijen,2025-04-07,ISPA,344,78900,78.6,25.7,86.6
33.74.15,Ngaliyan,2025-04-07,ISPA,460,145800,24.4,27.1,80.0
33.74.16,Tugu,2025-04-07,ISPA,327,32100,24.4,27.8,80.3
33.74.01,Semarang Tengah,2025-04-14,ISPA,192,62540,35.5,27.1,83.4
33.74.02,Semarang Utara,2025-04-14,ISPA,721,128450,35.5,27.3,83.4
33.74.03,Semarang Timur,2025-04-14,ISPA,325,72130,35.5,27.1,83.4
33.74.04,Semarang Selatan,2025-04-14,ISPA,324,70890,35.5,27.1,83.4
33.74.05,Semarang Barat,2025-04-14,ISPA,547,158726,35.5,27.3,83.4
33.74.06,Gayamsari,2025-04-14,ISPA,231,68900,35.5,27.1,83.4
33.74.07,Candisari,2025-04-14,ISPA,312,78420,35.5,27.1,83.4
33.74.08,Gajahmungkur,2025-04-14,ISPA,97,58310,35.5,27.1,83.4
33.74.09,Genuk,2025-04-14,ISPA,268,112400,46.1,27.2,83.3
33.74.10,Pedurungan,2025-04-14,ISPA,1317,192500,46.1,27.4,83.4
33.74.11,Tembalang,2025-04-14,ISPA,545,185400,52.2,26.1,85.1
33.74.12,Banyumanik,2025-04-14,ISPA,550,142100,52.2,26.1,85.1
33.74.13,Gunungpati,2025-04-14,ISPA,167,98200,98.3,24.9,87.3
33.74.14,Mijen,2025-04-14,ISPA,344,78900,84.8,25.4,88.9
33.74.15,Ngaliyan,2025-04-14,ISPA,460,145800,39.7,26.8,82.1
33.74.16,Tugu,2025-04-14,ISPA,327,32100,39.7,27.5,82.3
33.74.01,Semarang Tengah,2025-04-21,ISPA,192,62540,24.8,27.4,80.0
33.74.02,Semarang Utara,2025-04-21,ISPA,721,128450,24.8,27.7,80.0
33.74.03,Semarang Timur,2025-04-21,ISPA,325,72130,24.8,27.4,80.0
33.74.04,Semarang Selatan,2025-04-21,ISPA,324,70890,24.8,27.4,80.0
33.74.05,Semarang Barat,2025-04-21,ISPA,547,158726,24.8,27.7,80.0
33.74.06,Gayamsari,2025-04-21,ISPA,231,68900,24.8,27.4,80.0
33.74.07,Candisari,2025-04-21,ISPA,312,78420,24.8,27.4,80.0
33.74.08,Gajahmungkur,2025-04-21,ISPA,97,58310,24.8,27.4,80.0
33.74.09,Genuk,2025-04-21,ISPA,268,112400,34.1,27.8,76.6
33.74.10,Pedurungan,2025-04-21,ISPA,1317,192500,34.1,28.0,76.6
33.74.11,Tembalang,2025-04-21,ISPA,545,185400,50.7,26.3,82.9
33.74.12,Banyumanik,2025-04-21,ISPA,550,142100,50.7,26.3,82.9
33.74.13,Gunungpati,2025-04-21,ISPA,167,98200,104.5,25.0,85.0
33.74.14,Mijen,2025-04-21,ISPA,344,78900,75.4,25.5,86.0
33.74.15,Ngaliyan,2025-04-21,ISPA,460,145800,47.0,26.9,81.1
33.74.16,Tugu,2025-04-21,ISPA,327,32100,47.0,27.6,81.1
33.74.01,Semarang Tengah,2025-04-28,ISPA,192,62540,33.7,28.4,69.9
33.74.02,Semarang Utara,2025-04-28,ISPA,721,128450,33.7,28.6,69.9
33.74.03,Semarang Timur,2025-04-28,ISPA,325,72130,33.7,28.4,69.9
33.74.04,Semarang Selatan,2025-04-28,ISPA,324,70890,33.7,28.4,69.9
33.74.05,Semarang Barat,2025-04-28,ISPA,547,158726,33.7,28.6,69.9
33.74.06,Gayamsari,2025-04-28,ISPA,231,68900,33.7,28.4,69.9
33.74.07,Candisari,2025-04-28,ISPA,312,78420,33.7,28.4,69.9
33.74.08,Gajahmungkur,2025-04-28,ISPA,97,58310,33.7,28.4,69.9
33.74.09,Genuk,2025-04-28,ISPA,268,112400,30.6,28.4,70.1
33.74.10,Pedurungan,2025-04-28,ISPA,1317,192500,30.6,28.6,70.3
33.74.11,Tembalang,2025-04-28,ISPA,545,185400,47.3,26.7,76.7
33.74.12,Banyumanik,2025-04-28,ISPA,550,142100,47.3,26.7,76.7
33.74.13,Gunungpati,2025-04-28,ISPA,167,98200,59.1,25.4,79.9
33.74.14,Mijen,2025-04-28,ISPA,344,78900,55.5,25.9,81.4
33.74.15,Ngaliyan,2025-04-28,ISPA,460,145800,28.9,27.7,72.9
33.74.16,Tugu,2025-04-28,ISPA,327,32100,28.9,28.4,73.0
33.74.01,Semarang Tengah,2025-05-05,ISPA,159,62540,31.7,28.0,78.1
33.74.02,Semarang Utara,2025-05-05,ISPA,611,128450,31.7,28.2,78.1
33.74.03,Semarang Timur,2025-05-05,ISPA,353,72130,31.7,28.0,78.1
33.74.04,Semarang Selatan,2025-05-05,ISPA,324,70890,31.7,28.0,78.1
33.74.05,Semarang Barat,2025-05-05,ISPA,608,158726,31.7,28.2,78.1
33.74.06,Gayamsari,2025-05-05,ISPA,239,68900,31.7,28.0,78.1
33.74.07,Candisari,2025-05-05,ISPA,288,78420,31.7,28.0,78.1
33.74.08,Gajahmungkur,2025-05-05,ISPA,94,58310,31.7,28.0,78.1
33.74.09,Genuk,2025-05-05,ISPA,294,112400,34.2,27.8,80.0
33.74.10,Pedurungan,2025-05-05,ISPA,1472,192500,34.2,28.0,80.0
33.74.11,Tembalang,2025-05-05,ISPA,501,185400,53.2,26.6,82.3
33.74.12,Banyumanik,2025-05-05,ISPA,432,142100,53.2,26.6,82.3
33.74.13,Gunungpati,2025-05-05,ISPA,209,98200,81.0,25.6,83.9
33.74.14,Mijen,2025-05-05,ISPA,356,78900,91.4,26.0,85.9
33.74.15,Ngaliyan,2025-05-05,ISPA,373,145800,30.7,27.5,79.7
33.74.16,Tugu,2025-05-05,ISPA,342,32100,30.7,28.2,80.0
33.74.01,Semarang Tengah,2025-05-12,ISPA,159,62540,73.0,26.6,86.4
33.74.02,Semarang Utara,2025-05-12,ISPA,611,128450,73.0,26.8,86.4
33.74.03,Semarang Timur,2025-05-12,ISPA,353,72130,73.0,26.6,86.4
33.74.04,Semarang Selatan,2025-05-12,ISPA,324,70890,73.0,26.6,86.4
33.74.05,Semarang Barat,2025-05-12,ISPA,608,158726,73.0,26.8,86.4
33.74.06,Gayamsari,2025-05-12,ISPA,239,68900,73.0,26.6,86.4
33.74.07,Candisari,2025-05-12,ISPA,288,78420,73.0,26.6,86.4
33.74.08,Gajahmungkur,2025-05-12,ISPA,94,58310,73.0,26.6,86.4
33.74.09,Genuk,2025-05-12,ISPA,294,112400,73.9,26.6,87.1
33.74.10,Pedurungan,2025-05-12,ISPA,1472,192500,73.9,26.7,87.1
33.74.11,Tembalang,2025-05-12,ISPA,501,185400,86.9,25.7,87.9
33.74.12,Banyumanik,2025-05-12,ISPA,432,142100,86.9,25.7,87.9
33.74.13,Gunungpati,2025-05-12,ISPA,209,98200,145.7,24.7,89.4
33.74.14,Mijen,2025-05-12,ISPA,356,78900,113.3,25.2,90.6
33.74.15,Ngaliyan,2025-05-12,ISPA,373,145800,55.8,26.4,86.0
33.74.16,Tugu,2025-05-12,ISPA,342,32100,55.8,27.1,86.0
33.74.01,Semarang Tengah,2025-05-19,ISPA,159,62540,83.7,26.6,86.0
33.74.02,Semarang Utara,2025-05-19,ISPA,611,128450,83.7,26.8,86.0
33.74.03,Semarang Timur,2025-05-19,ISPA,353,72130,83.7,26.6,86.0
33.74.04,Semarang Selatan,2025-05-19,ISPA,324,70890,83.7,26.6,86.0
33.74.05,Semarang Barat,2025-05-19,ISPA,608,158726,83.7,26.8,86.0
33.74.06,Gayamsari,2025-05-19,ISPA,239,68900,83.7,26.6,86.0
33.74.07,Candisari,2025-05-19,ISPA,288,78420,83.7,26.6,86.0
33.74.08,Gajahmungkur,2025-05-19,ISPA,94,58310,83.7,26.6,86.0
33.74.09,Genuk,2025-05-19,ISPA,294,112400,108.4,26.4,87.0
33.74.10,Pedurungan,2025-05-19,ISPA,1472,192500,108.4,26.6,87.0
33.74.11,Tembalang,2025-05-19,ISPA,501,185400,81.9,25.6,87.1
33.74.12,Banyumanik,2025-05-19,ISPA,432,142100,81.9,25.6,87.1
33.74.13,Gunungpati,2025-05-19,ISPA,209,98200,84.9,24.6,88.7
33.74.14,Mijen,2025-05-19,ISPA,356,78900,79.6,25.3,89.1
33.74.15,Ngaliyan,2025-05-19,ISPA,373,145800,66.1,26.3,85.3
33.74.16,Tugu,2025-05-19,ISPA,342,32100,66.1,27.0,85.7
33.74.01,Semarang Tengah,2025-05-26,ISPA,159,62540,23.2,27.4,81.6
33.74.02,Semarang Utara,2025-05-26,ISPA,611,128450,23.2,27.6,81.6
33.74.03,Semarang Timur,2025-05-26,ISPA,353,72130,23.2,27.4,81.6
33.74.04,Semarang Selatan,2025-05-26,ISPA,324,70890,23.2,27.4,81.6
33.74.05,Semarang Barat,2025-05-26,ISPA,608,158726,23.2,27.6,81.6
33.74.06,Gayamsari,2025-05-26,ISPA,239,68900,23.2,27.4,81.6
33.74.07,Candisari,2025-05-26,ISPA,288,78420,23.2,27.4,81.6
33.74.08,Gajahmungkur,2025-05-26,ISPA,94,58310,23.2,27.4,81.6
33.74.09,Genuk,2025-05-26,ISPA,294,112400,25.8,27.2,82.7
