kecamatan_id,kecamatan_nama,month_start,disease,cases,population,rainfall_mm,temp_mean_c,humidity_pct,rainfall_lag1,temp_lag1,humidity_lag1,rainfall_lag2,temp_lag2,humidity_lag2,rainfall_lag3,temp_lag3,humidity_lag3,rainfall_cumul_2m,cases_lag1,cases_lag2,cases_lag3,cases_ma_3m,cases_trend,temp_x_humidity,rain_x_humidity,month,month_sin,month_cos,is_pancaroba,cases_per_10k_lag1,kecamatan_encoded
33.74.01,Semarang Tengah,2024-09-01,DBD,0,62540,79.3,28.5,66.3,14.0,28.4,61.9,36.5,28.0,64.9,69.8,28.4,71.5,50.5,1.0,0.0,2.0,1.0,1.0,1757.9599999999998,866.6,9,-1.0,-1.8369701987210297e-16,0,0.1598976654940838,0
33.74.01,Semarang Tengah,2024-10-01,DBD,0,62540,59.0,29.3,65.5,79.3,28.5,66.3,14.0,28.4,61.9,36.5,28.0,64.9,93.3,0.0,1.0,0.0,0.3333333333333333,-1.0,1889.55,5257.589999999999,10,-0.8660254037844386,0.5000000000000001,1,0.0,0
33.74.01,Semarang Tengah,2024-11-01,DBD,0,62540,287.1,27.6,81.4,59.0,29.3,65.5,79.3,28.5,66.3,14.0,28.4,61.9,138.3,0.0,0.0,1.0,0.3333333333333333,0.0,1919.15,3864.5,11,-0.5000000000000004,0.8660254037844384,1,0.0,0
33.74.01,Semarang Tengah,2024-12-01,DBD,0,62540,302.6,26.8,86.6,287.1,27.6,81.4,59.0,29.3,65.5,79.3,28.5,66.3,346.1,0.0,0.0,0.0,0.0,0.0,2246.6400000000003,23369.940000000002,12,-2.4492935982947064e-16,1.0,0,0.0,0
33.74.01,Semarang Tengah,2025-01-01,DBD,1,62540,287.0,26.2,86.4,302.6,26.8,86.6,287.1,27.6,81.4,59.0,29.3,65.5,589.7,0.0,0.0,0.0,0.0,0.0,2320.88,26205.16,1,0.49999999999999994,0.8660254037844387,0,0.0,0
33.74.01,Semarang Tengah,2025-02-01,DBD,2,62540,153.7,26.4,83.9,287.0,26.2,86.4,302.6,26.8,86.6,287.1,27.6,81.4,589.6,1.0,0.0,0.0,0.3333333333333333,1.0,2263.6800000000003,24796.800000000003,2,0.8660254037844386,0.5000000000000001,0,0.1598976654940838,0
33.74.01,Semarang Tengah,2025-03-01,DBD,2,62540,154.7,27.1,82.8,153.7,26.4,83.9,287.0,26.2,86.4,302.6,26.8,86.6,440.7,2.0,1.0,0.0,1.0,1.0,2214.96,12895.43,3,1.0,6.123233995736766e-17,1,0.3197953309881676,0
33.74.01,Semarang Tengah,2025-04-01,DBD,1,62540,134.2,27.5,79.4,154.7,27.1,82.8,153.7,26.4,83.9,287.0,26.2,86.4,308.4,2.0,2.0,1.0,1.6666666666666667,0.0,2243.88,12809.159999999998,4,0.8660254037844387,-0.4999999999999998,1,0.3197953309881676,0
33.74.01,Semarang Tengah,2025-05-01,DBD,0,62540,243.0,27.3,82.1,134.2,27.5,79.4,154.7,27.1,82.8,153.7,26.4,83.9,288.9,1.0,2.0,2.0,1.6666666666666667,-1.0,2183.5,10655.48,5,0.49999999999999994,-0.8660254037844387,0,0.1598976654940838,0
33.74.01,Semarang Tengah,2025-06-01,DBD,0,62540,89.7,27.8,73.1,243.0,27.3,82.1,134.2,27.5,79.4,154.7,27.1,82.8,377.2,0.0,1.0,2.0,1.0,-1.0,2241.33,19950.3,6,1.2246467991473532e-16,-1.0,0,0.0,0
33.74.01,Semarang Tengah,2025-07-01,DBD,1,62540,35.8,28.2,65.1,89.7,27.8,73.1,243.0,27.3,82.1,134.2,27.5,79.4,332.7,0.0,0.0,1.0,0.3333333333333333,0.0,2032.1799999999998,6557.07,7,-0.4999999999999997,-0.8660254037844388,0,0.0,0
33.74.01,Semarang Tengah,2025-08-01,DBD,0,62540,141.2,27.8,70.4,35.8,28.2,65.1,89.7,27.8,73.1,243.0,27.3,82.1,125.5,1.0,0.0,0.0,0.3333333333333333,1.0,1835.8199999999997,2330.5799999999995,8,-0.8660254037844385,-0.5000000000000004,0,0.1598976654940838,0
33.74.01,Semarang Tengah,2025-09-01,DBD,0,62540,112.9,28.4,68.7,141.2,27.8,70.4,35.8,28.2,65.1,89.7,27.8,73.1,177.0,0.0,1.0,0.0,0.3333333333333333,-1.0,1957.1200000000001,9940.48,9,-1.0,-1.8369701987210297e-16,0,0.0,0
33.74.01,Semarang Tengah,2025-10-01,DBD,0,62540,263.5,28.2,74.2,112.9,28.4,68.7,141.2,27.8,70.4,35.8,28.2,65.1,254.1,0.0,0.0,1.0,0.3333333333333333,0.0,1951.08,7756.2300000000005,10,-0.8660254037844386,0.5000000000000001,1,0.0,0
33.74.01,Semarang Tengah,2025-11-01,DBD,0,62540,173.1,27.3,80.1,263.5,28.2,74.2,112.9,28.4,68.7,141.2,27.8,70.4,376.4,0.0,0.0,0.0,0.0,0.0,2092.44,19551.7,11,-0.5000000000000004,0.8660254037844384,1,0.0,0
33.74.01,Semarang Tengah,2025-12-01,DBD,0,62540,176.6,27.0,82.8,173.1,27.3,80.1,263.5,28.2,74.2,112.9,28.4,68.7,436.6,0.0,0.0,0.0,0.0,0.0,2186.73,13865.309999999998,12,-2.4492935982947064e-16,1.0,0,0.0,0
33.74.02,Semarang Utara,2021-04-01,DBD,0,128450,84.2,27.2,81.2,157.0,26.5,86.2,364.0,25.8,87.5,292.4,25.9,87.9,521.0,0.0,0.0,1.0,0.3333333333333333,0.0,2284.3,13533.4,4,0.8660254037844387,-0.4999999999999998,1,0.0,1
33.74.02,Semarang Utara,2021-05-01,DBD,1,128450,153.2,28.0,76.8,84.2,27.2,81.2,157.0,26.5,86.2,364.0,25.8,87.5,241.2,0.0,0.0,0.0,0.0,0.0,2208.64,6837.040000000001,5,0.49999999999999994,-0.8660254037844387,0,0.0,1
33.74.02,Semarang Utara,2021-06-01,DBD,0,128450,111.9,27.2,80.2,153.2,28.0,76.8,84.2,27.2,81.2,157.0,26.5,86.2,237.39999999999998,1.0,0.0,0.0,0.3333333333333333,1.0,2150.4,11765.759999999998,6,1.2246467991473532e-16,-1.0,0,0.07785130400934216,1
33.74.02,Semarang Utara,2021-07-01,DBD,0,128450,9.9,28.5,62.9,111.9,27.2,80.2,153.2,28.0,76.8,84.2,27.2,81.2,265.1,0.0,1.0,0.0,0.3333333333333333,-1.0,2181.44,8974.380000000001,7,-0.4999999999999997,-0.8660254037844388,0,0.0,1
33.74.02,Semarang Utara,2021-08-01,DBD,0,128450,64.2,28.7,64.5,9.9,28.5,62.9,111.9,27.2,80.2,153.2,28.0,76.8,121.80000000000001,0.0,0.0,1.0,0.3333333333333333,0.0,1792.6499999999999,622.71,8,-0.8660254037844385,-0.5000000000000004,0,0.0,1
33.74.02,Semarang Utara,2021-09-01,DBD,0,128450,59.2,28.6,67.3,64.2,28.7,64.5,9.9,28.5,62.9,111.9,27.2,80.2,74.10000000000001,0.0,0.0,0.0,0.0,0.0,1851.1499999999999,4140.900000000001,9,-1.0,-1.8369701987210297e-16,0,0.0,1
33.74.02,Semarang Utara,2021-10-01,DBD,0,128450,121.2,28.4,71.6,59.2,28.6,67.3,64.2,28.7,64.5,9.9,28.5,62.9,123.4,0.0,0.0,0.0,0.0,0.0,1924.78,3984.16,10,-0.8660254037844386,0.5000000000000001,1,0.0,1
33.74.02,Semarang Utara,2021-11-01,DBD,0,128450,246.4,26.6,85.5,121.2,28.4,71.6,59.2,28.6,67.3,64.2,28.7,64.5,180.4,0.0,0.0,0.0,0.0,0.0,2033.4399999999998,8677.92,11,-0.5000000000000004,0.8660254037844384,1,0.0,1
33.74.02,Semarang Utara,2021-12-01,DBD,1,128450,302.2,26.5,86.6,246.4,26.6,85.5,121.2,28.4,71.6,59.2,28.6,67.3,367.6,0.0,0.0,0.0,0.0,0.0,2274.3,21067.2,12,-2.4492935982947064e-16,1.0,0,0.0,1
33.74.02,Semarang Utara,2022-01-01,DBD,9,128450,241.8,26.2,84.8,302.2,26.5,86.6,246.4,26.6,85.5,121.2,28.4,71.6,548.6,1.0,0.0,0.0,0.3333333333333333,1.0,2294.8999999999996,26170.519999999997,1,0.49999999999999994,0.8660254037844387,0,0.07785130400934216,1
33.74.02,Semarang Utara,2022-02-01,DBD,7,128450,236.4,26.3,84.4,241.8,26.2,84.8,302.2,26.5,86.6,246.4,26.6,85.5,544.0,9.0,1.0,0.0,3.3333333333333335,8.0,2221.7599999999998,20504.64,2,0.8660254037844386,0.5000000000000001,0,0.7006617360840794,1
33.74.02,Semarang Utara,2022-03-01,DBD,3,128450,248.5,26.6,86.0,236.4,26.3,84.4,241.8,26.2,84.8,302.2,26.5,86.6,478.20000000000005,7.0,9.0,1.0,5.666666666666667,-2.0,2219.7200000000003,19952.160000000003,3,1.0,6.123233995736766e-17,1,0.544959128065395,1
33.74.02,Semarang Utara,2022-04-01,DBD,5,128450,118.1,27.1,81.9,248.5,26.6,86.0,236.4,26.3,84.4,241.8,26.2,84.8,484.9,3.0,7.0,9.0,6.333333333333333,-4.0,2287.6,21371.0,4,0.8660254037844387,-0.4999999999999998,1,0.23355391202802647,1
33.74.02,Semarang Utara,2022-05-01,DBD,5,128450,173.1,27.2,82.4,118.1,27.1,81.9,248.5,26.6,86.0,236.4,26.3,84.4,366.6,5.0,3.0,7.0,5.0,2.0,2219.4900000000002,9672.39,5,0.49999999999999994,-0.8660254037844387,0,0.38925652004671074,1
33.74.02,Semarang Utara,2022-06-01,DBD,8,128450,182.7,26.6,80.6,173.1,27.2,82.4,118.1,27.1,81.9,248.5,26.6,86.0,291.2,5.0,5.0,3.0,4.333333333333333,0.0,2241.28,14263.44,6,1.2246467991473532e-16,-1.0,0,0.38925652004671074,1
33.74.02,Semarang Utara,2022-07-01,DBD,2,128450,74.2,27.5,71.4,182.7,26.6,80.6,173.1,27.2,82.4,118.1,27.1,81.9,355.79999999999995,8.0,5.0,5.0,6.0,3.0,2143.96,14725.619999999997,7,-0.4999999999999997,-0.8660254037844388,0,0.6228104320747373,1
33.74.02,Semarang Utara,2022-08-01,DBD,7,128450,45.7,28.1,67.6,74.2,27.5,71.4,182.7,26.6,80.6,173.1,27.2,82.4,256.9,2.0,8.0,5.0,5.0,-6.0,1963.5000000000002,5297.880000000001,8,-0.8660254037844385,-0.5000000000000004,0,0.15570260801868432,1
33.74.02,Semarang Utara,2022-09-01,DBD,3,128450,76.1,28.3,69.2,45.7,28.1,67.6,74.2,27.5,71.4,182.7,26.6,80.6,119.9,7.0,2.0,8.0,5.666666666666667,5.0,1899.56,3089.3199999999997,9,-1.0,-1.8369701987210297e-16,0,0.544959128065395,1
33.74.02,Semarang Utara,2022-10-01,DBD,2,128450,202.5,26.6,83.2,76.1,28.3,69.2,45.7,28.1,67.6,74.2,27.5,71.4,121.8,3.0,7.0,2.0,4.0,-4.0,1958.3600000000001,5266.12,10,-0.8660254037844386,0.5000000000000001,1,0.23355391202802647,1
33.74.02,Semarang Utara,2022-11-01,DBD,9,128450,353.6,26.5,85.1,202.5,26.6,83.2,76.1,28.3,69.2,45.7,28.1,67.6,278.6,2.0,3.0,7.0,4.0,-1.0,2213.1200000000003,16848.0,11,-0.5000000000000004,0.8660254037844384,1,0.15570260801868432,1
33.74.02,Semarang Utara,2022-12-01,DBD,6,128450,215.8,26.4,84.0,353.6,26.5,85.1,202.5,26.6,83.2,76.1,28.3,69.2,556.1,9.0,2.0,3.0,4.666666666666667,7.0,2255.1499999999996,30091.36,12,-2.4492935982947064e-16,1.0,0,0.7006617360840794,1
33.74.02,Semarang Utara,2023-01-01,DBD,5,128450,214.0,26.1,85.7,215.8,26.4,84.0,353.6,26.5,85.1,202.5,26.6,83.2,569.4000000000001,6.0,9.0,2.0,5.666666666666667,-3.0,2217.6,18127.2,1,0.49999999999999994,0.8660254037844387,0,0.46710782405605294,1
33.74.02,Semarang Utara,2023-02-01,DBD,5,128450,302.2,26.0,85.8,214.0,26.1,85.7,215.8,26.4,84.0,353.6,26.5,85.1,429.8,5.0,6.0,9.0,6.666666666666667,-1.0,2236.77,18339.8,2,0.8660254037844386,0.5000000000000001,0,0.38925652004671074,1
33.74.02,Semarang Utara,2023-03-01,DBD,5,128450,295.7,26.4,85.0,302.2,26.0,85.8,214.0,26.1,85.7,215.8,26.4,84.0,516.2,5.0,5.0,6.0,5.333333333333333,0.0,2230.7999999999997,25928.76,3,1.0,6.123233995736766e-17,1,0.38925652004671074,1
33.74.02,Semarang Utara,2023-04-01,DBD,11,128450,178.0,26.9,83.3,295.7,26.4,85.0,302.2,26.0,85.8,214.0,26.1,85.7,597.9,5.0,5.0,5.0,5.0,0.0,2244.0,25134.5,4,0.8660254037844387,-0.4999999999999998,1,0.38925652004671074,1
33.74.02,Semarang Utara,2023-05-01,DBD,3,128450,66.1,27.9,74.2,178.0,26.9,83.3,295.7,26.4,85.0,302.2,26.0,85.8,473.7,11.0,5.0,5.0,7.0,6.0,2240.77,14827.4,5,0.49999999999999994,-0.8660254037844387,0,0.8563643441027637,1
33.74.02,Semarang Utara,2023-06-01,DBD,2,128450,47.5,28.4,70.4,66.1,27.9,74.2,178.0,26.9,83.3,295.7,26.4,85.0,244.1,3.0,11.0,5.0,6.333333333333333,-8.0,2070.18,4904.62,6,1.2246467991473532e-16,-1.0,0,0.23355391202802647,1
33.74.02,Semarang Utara,2023-07-01,DBD,0,128450,18.5,28.3,63.5,47.5,28.4,70.4,66.1,27.9,74.2,178.0,26.9,83.3,113.6,2.0,3.0,11.0,5.333333333333333,-1.0,1999.3600000000001,3344.0000000000005,7,-0.4999999999999997,-0.8660254037844388,0,0.15570260801868432,1
33.74.02,Semarang Utara,2023-08-01,DBD,1,128450,1.8,28.5,60.9,18.5,28.3,63.5,47.5,28.4,70.4,66.1,27.9,74.2,66.0,0.0,2.0,3.0,1.6666666666666667,-2.0,1797.05,1174.75,8,-0.8660254037844385,-0.5000000000000004,0,0.0,1
33.74.02,Semarang Utara,2023-09-01,DBD,0,128450,14.0,29.0,56.9,1.8,28.5,60.9,18.5,28.3,63.5,47.5,28.4,70.4,20.3,1.0,0.0,2.0,1.0,1.0,1735.6499999999999,109.62,9,-1.0,-1.8369701987210297e-16,0,0.07785130400934216,1
33.74.02,Semarang Utara,2023-10-01,DBD,1,128450,25.3,29.8,62.8,14.0,29.0,56.9,1.8,28.5,60.9,18.5,28.3,63.5,15.8,0.0,1.0,0.0,0.3333333333333333,-1.0,1650.1,796.6,10,-0.8660254037844386,0.5000000000000001,1,0.0,1
33.74.02,Semarang Utara,2023-11-01,DBD,0,128450,110.9,28.5,77.4,25.3,29.8,62.8,14.0,29.0,56.9,1.8,28.5,60.9,39.3,1.0,0.0,1.0,0.6666666666666666,1.0,1871.44,1588.84,11,-0.5000000000000004,0.8660254037844384,1,0.07785130400934216,1
